id,endereço
587,"RUA RUABENS FRAGA DE TOLEDO ARRUDA, 778 SALA 89 BLOCO B"
590,"Rua Antônio Burlini, 1000 Jd São Judas Tadeu - extremo sul de São Paulo "
591,"Avenida Túlio Teodoro de Campos, 55, Jabaquara"
592,Travessa cachoeira de Paulo Afonso 25
593,"Estrada das taipas, 1002"
594,Avenida Flor da Abissínia 238
595,Rua  Vicenti.Mazetti   128
596,Av aguiar da beira 15 B favela ao lado
597,Rua Frei Mateus de Assunção 292    /   cep  08320-590 Pq: São Rafael São Mateus-SP
598,"Rua Carl Weiss, 267"
599,Rua Marechal de Mello ararigboia 189 Vila Francos 
600,Rua Canários número 17 antigo 216
601,Rua pedro maciel 109
602,Rua pedro maciel 109
603,Ocupação Alojamento
604,Rua Edgard leuroth 85 Alojamento
605,"Rua Gaspar do Rego Figueiredo, 518"
606,RUA Peixoto Werneck 165 sala 6 Artur Alvim 
607,Rua das usinas 307
608,"Rua Francisco Cardoso Junior, 19 - CEP 08421-105 - São Paulo/SP"
609,Rua carlos reverendo wesly 336
610,"Rua Antônio Silvestre leite 233, tanquinho,  ferraz de vasconcelos "
611,Rua monsenhor paulo Fernandes de Barros 28
612,Imirim
613,Rua Custódio Mesquita 99
614,"Rua Ernesto Van Dyck, 351"
615, Vitória do espírito santo comunidade da coca cola
618,"Avenida São Paulo, 700."
619,"Rua Frederico Esteban Júnior, 182"
620,RUA doutor Azevedo Lima 86
621,R. Flor de Lis ( Morro do Piolho da Vila Brasilandia)
622,RUA VALKIRIA 91
623,Estrada Aricanduva 82
625,Rua São Roque de Minas 398  Jd. Antártica Cep 02679-110
626,"Av. Canal de Tutoia, 12 - A jd.camargo novo - Itaim Paulista "
627,"Rua Mário wilches,12 b"
629,"Estrada Canal do Cocaia, 5950 - Jd. Gaivotas - São Paulo - SP  "
630,"Rua Tenente Odilon Raposo, 01 CeP 04855-250  ( fundos da Sociedade )"
631,Rua Marechal de Mello Ararigboia 189 Vila Francos 
632,Travessa estrela n28
633,Estrada do Jaceguava 2004
634," Rua Neve na Bahia, 18 - CEP 08257-110 "
635,"RUA ,CULTURA POPULAR,  N° - 161 B JARDIM ARISTOCRATA "
636,"Av Água Vermelha, 11B - Villa Nova Curuçá - São Paulo - SP - 08031-080"
637,Moisés de corena 1501
638,RUA CAMPINAS DO PIAUÍ 330 AS FAMÍLIAS RETIRAM E COMUNIDADE PQ BOA ESPERANÇA
639,RUA ANTONIO PEACCI Nº 100
640,Rua Quimili 511
641,"Rua Antônio Lopes de Medeiros,274 Jd Eliana"
642,Rua Juritis n:71 Vagem Grande (Parelheiros) CEP 04895240
643,"Jardim mirin,ermelindo matarazzo "
644,"RUA CIDADE DOS REIS, 103 - JARDIM MARGARIDA - SÃO PAULO - SP. CEP. 08191-090"
645,"Rua Adobe, 48, próximo a Estação Jardim Romano da CPTM"
646,Rua Três Coarações nº 500
647,R:Henrique Hessel 3078
648,"Rua Clorindo de Oliveira Caje, 25 - Jardim Nelly Butantã"
649,"Rua Fernão Mendes Pinto, 634 - Ermelino Matarazzo"
650,"Rua Augusto Conradi, 28"
651,Rua Andreia de Firenze  71
652,rua padre FranciscoVeloso n300
653,"Rua das Tres Marias,122 Jardim Turquesa cep 05874-180 SP"
654,Rua Jose Teodoro de Lima 29
655,"Rua Rodrigues Caldas, 142, Jardim Vera Cruz SP."
656,Travessa vilma flor 786   Terra prometida         Cep 09473440
657,"Rua Manoel Guilherme dos Reis, 438"
659,"Rua Daniel Cerri, 1138, Jd. Paraná, CEP- 02876-170"
660,Rua genario olavide 204
661,"Avenida Manoel da Maia, 129"
662,"Rua: Bispo e Martins, 17"
663,Rua Maria Amélia Gouveia André 158
664,"RUA SERAFIM AUGUSTO LOPES,63. CEP. 03717/080"
665,Colônia japonesa Chubei Takahashi 
666,"Rua Francisco Inácio Solano, 61"
667,Rua Manoel Bueno da Fonseca 503 A 
668,"Rua Bruno Zabala, n° 106 sala 03, CEP 08250-590 Itaquera - Conjunto José Bonifácio - São Paulo - SP"
669,RUA SABIA LARANJEIRA 758 SAO MIGUEL PTA
670,"Avenida Túlio Teodoro de Campos, 55, Jabaquara"
671,"Rua Argentina, 41"
672,Jardim Dona Sinha / Jardim Imperador 
673,Rua Pedro Osório filho 995 
674,"Rua Jaime ovale, 43a"
675,Rua João Pires Monteiro 401 
676,"rua Almirante Oliveira Pinto,53 fundos"
677,Julio maciel 428
678,"Rua Jacinto Pereira, 726"
679,Rua Luis Baldinato
680,Rua três Rios 24 bom retiro
681,Raio de 6km do endereço da instituição  ( zona norte)
682,"Travessa Sene do Reino,162, Cohab Adventista,05868-230 /Rua Integrada,300, CEP 05868-670"
683,"Rua Josino Mendes de Alvarenga Freire, 85, Casa 1, CEP- 03.945-080, Jd. Tiête"
684,Raio de 6km do endereço da instituição  ( zona norte)
685,RUA PLANALTO DOS ACANTILADOS   110  PARQUE SANTA MADALENA  comunidade  santa madalena  maria terezina Iguaçu jardim  anjela e outros cou
687," Praca Padre Joao Bosco Penido Burnier, 740, jardim julieta, são paulo sp"
688,"Fazenda da Esperança sagrada família Parelheiros, Estrada do taquaral,250"
689,Rua jose gomes de GOUVEIA N 91
694,"Rua Ramos de Oliveira, 88 - Limoeiro -  Vila Jacuí"
695,Bandeirantes 
696,Av. Agua vermelha. Particular 7 n 2 D. Jardim Robru.  CEP. 08031-080 - São Paulo 
698,Rua coriolano durand 
699,"Rua Maria Amália Lopes de Azevedo, 4.180. Jd. Filhos da Terra -  CEP 02318-000  SP"
700,"rua silveira martins,131, sala 21"
701,Rua Alberto buriti 39
702,Avenida Muzambinho 221
703,Rua Coriolano Durand 23A
704,Rua Grevilha com Dominico el Pane Lucas Lussius
705,"Rua Cabeceiras de Basto, 90"
706,"Rua Nossa Senhora Aparecida,01 "
707,"Rua Capitao Salomão,55-centro- São Paulo -cep-01034-020"
708,Rua Leopoldo de Freitas 444 Vila Centenário 
709,Rua Antonio Fontana n°551
710,"Rua: Atica, 577 - Jd.Brasil"
711,Av Interlagos
712,"Rua João Scatamacchia, 696 "
713,"Rua Carlos Palagreco, 48 Jd Nove de Julho"
714,"Rua Francisco Correa Vasquez, 52"
715,Expedito de Oliveira Santos 269
716, Endereço Rua Maues 293 Vila Prado Bairro do Limão 
717,Av Francisco Rodrigues 371
718,"Rua Pastor Agenor Caldeira Diniz, 495"
719,Rua Vicentinha C. Ferreira N
720,Rua Guilherme de Poitiers 185
721,"Rua Tancredo Neves 53, Jardim Novo Carrão cep 03908-045"
722,Jd Orion
723,"R. Pedro Klein do Nascimento, 20 - Parelheiros, São Paulo - SP, 04890-370"
724,"Rua João Joaquim Alão, 04 - Vila Inacio - Perus"
725,"Rua turquesa 19, Jd comercial."
726,"Rua Otelo Augusto Ribeiro, 592 - Guaianases"
727,Rua Carlos Facchina 891
728,"Rua: Israel , 24 Jardim Uniserve "
729,Jardim Dona Sinhá/ Favela 
730,Favela pantanal 
731,"Avenida Antonio Ramiro da Silva, 466"
732,Rua luis carlos de mouras campos 457 jardim ipe
733,"Rua Tijuco da Serra, 224"
734,"Avenida Engenheiro Heitor Antônio Eiras Garcia ,7800"
735,"Rua fermentelo , 16"
736,Rua Falkenberg número 07
737,"Rua Carlantonio Carlone, 102 - Jardim Jaqueline CEP 05529-000 São Paulo "
738,Estrada do campo limpo 1100
739,RUA MAJOR DIOGO 285
740,"Rua Caitutu , "
741,"Rua Caitutu , "
742,"Bairro São Mateus, Jardim cinco de julho"
743,"rua japichaua, "
744,Rua Peixoto werneck  433  bairro de artur alvim
746,"Rua Ipê Roxo,1308"
747,Rua Rafael correia da silva 84
749,Rua João Batista Barroso Filho n?183
750,Pq. Bancário 
751,Favela Tangara/ Jardim Sinhá 
752,R: carnaval 219
753,"Avenida Guarapiranga, 3658"
754,Emílio castro 437 Jardim damasceno 
755,Rua Galvão Bueno n ° 782 - Sindicato dos Metalúrgicos
756,Rua das crianças  Jardim Sao Martinho
757,Rua Conego Antonio Manz 43
758,Francisco Morato bairro Água vermelha rua Francisco Lupianhes Romero n 264
759,Rua fulgêncio vertelo 24
760,Rua Visconde de Souza Franco/ Jardim Sinhá / Buraco do tatoo
761,Rua Salvador Mota/casinhas São Nicolau/Favela da Coral
762,Rua Dr. Gustavo da Veiga n. 38
763,"Rua Tenente Sotomano, 1209 Jardim Brasil Cep. 02226-000"
764,"Rua Estevam de Araújo Almeida, 692 parada IX novembro -SP"
766,Rua Barão Carvalho do Amparo 37 B
767,Av D João nere jardim bartira
768,Rua Taimir n 01 jd universal
769,Rua fontes de Roma no 6 charara Santana
770,Rua fontes de Roma no 6 charara Santana
771,"Rua vergueiro, 1803 salas 2/3"
772,Av Félix nascentes Pinto 106Jardim Helena 
773,Av Félix nascentes Pinto 106Jardim Helena 
774,"Rua Dr. Gustavo da Veiga,38"
775,"R. Domingos de Martins Pacheco, 51"
776,"Rua Mangualde, 25 Parque Santo Antonio. São Paulo/SP Cep 05851-260"
777,"Rua Alabano , 126  Jd do Russo Perus - SP - 05205 - 240"
778,"Rua João Gottzfritz Filho, 18 , Jd Régis, São Paulo SP"
779,"R. Dr. Alexandre Kalil Yazbek, 35 - Praia do Leblon, São Paulo - SP, 04474-370 Telefone: (11) 5672-8095,  R. Guido Frederico João Pabst, 50 - Nova Piraju, São Paulo - SP, 04633-080 Telefone: (11) 5094-0725,  Rua Cataguaz, 208 - Ibirapuera, São Paulo - SP,"
780,Rua Travessa Jóia do Cabo Nº 17 ? São Paulo ? SP -  CEP: 08150-690 
781,"Rua Victório Santim, 1511, Vila Carmozina, Itaquera, São Paulo "
782,RUA DO CAMPINHO Nº 39 BAIRRO ENGENHEIRO GOULART CEP 03726-055
783,RUA DO CAMPINHO Nº 39 BAIRRO ENGENHEIRO GOULART CEP 03726-055
784,Rua Nova do Tuparoquera 1750
785,"As famílias beneficiadas são moradoras da ocupação Jd Vila Bela, e bairros  Jd Vila Carrão, Vila Ester e Jd Santa Barbara  em São Mateus -SP"
786,"Rua Jorge Ogushi,671"
787,Rua acarirema 84 jardim das rodas São Paulo- só 
789,Rua Antonio FORTINO no  06  Pargue independência  cep 05875 220
790,"Rua Estevan de Araújo Almeida,674"
791,"Rua Guapimirim, 278 - Jardim Popular - CEP: 03672-040"
792,Rua Martimperere n°18 Jd Vista Alegre
793,Rua Safira Azul n° 48 Jd Paulistano
795,Rua Peixoto Werneck 433
796,"Rua Padre Anthony Sammut, 86"
797,Rua riacho dos machados 973 
798,"Estrada dom João Nery, 3201"
799,Rua manoel Rodrigues santiago 88 bloco 1 b 
800,"A distribuição das cestas básica pelo Instituto, possui 5 pontes fixas de entrega e mais as pessoas que moram no entorno do Instituto que buscam mensalmente estas cestas"
802,JOAO AMOS COMENIUS 849-JARDIM SÃO BERNARDO
803,Rua Leonel Ferreira /Ponte Rasa /Rua Agreste de Itabaiana /Vila União
804,"Rua Marabá, 08 ? Jardim Manacá da Serra ? CEP: 04884-000 ? São Paulo - SP"
805,"Rua Otusco, n. 42 - Bairro Santo Amaro - Cep 05.797-430"
806,"Rua Madre de Deus, 1525 - Mooca"
807,Rua guassantungas 327
808,"Região de Parelheiros (SP, zona sul"
809,Rua riacho dos machados 971
810,"Rua Camacam, Rua Martinho de Campos, Rua Botocudos, Rua benedito Campos de Moraes, Rua Araguatins, Rua Bartomolou Paes, Rua Alvarenga peixoto"
811,"Rua Frei Francisco, 226. Jardim Helena. Escritório da Ong"
812,"Rua Roberto Medeiros, 204"
813,Rua vovó Carolina N° 64 
814,Rúa tiniciro icibasi 1067
815,"Estrada Dom João Nery, 2404 Jardim Bartira/Itaim Paulista"
816,"Alziro Pinheiro de Magalhães,1037 e 1039"
817,"Av. Bras Leme, 2241 - Cj 41 - Santana - Cep. 02022-010 - São Paulo - SP"
818,"Estrada do Alvarenga 3865, travessa Nova Dorotéia"
819,Rua Marcos Soares Pereira n.31- Sala 01- Jardim Nélia CEP 08142-005
820,"Rua Teodoro Sampaio, 282 - Sala 4 - Jardim Paulista - Cep. 05406-000 - São Paulo - SP"
821,Av metalurgicos 1065
822,Rua Guarapiranga 349
823,Favela Toystoy / Rua Manoel de Arruda Castanho 
824,"RUA OCAPEGUARA, 84 JARDIM UMARIZAL - SÃO PAULO"
825,Rua Joaquim Guimarães Rua 385bloco10  apto10 CEP 05574010
826,"RUA MAFRA, 57- CEP 0932-440, BAIRRO: ESTORIL -SÃO BERNARDO DO CAMPO"
827,JARDIM FILHOS DA TERRA - SP
828,"Av. Pires do Rio, 3.185 - Jd Norma- Itaquera- SP"
829,Rua Aurélio Neves 197
830,RUA SERNAMBI Nº87 VILA PENTEADO
831,Travessa Palma de santa Rita n 20. Casa 9
832,"Rua fontes de Roma, número 6. Chácara Santana. CEP: 05821070"
833,RUA SERNAMBI Nº87 VILA PENTEADO
834,Estrada João Nery. 4375
835,"RUA JOSÉ ANTONIO VALADARES, 1689"
836,"JD, Vista Alegre "
837,RUA SERNAMBI Nº87 VILA PENTEADO
838,Rua Pastor João Gomes Pereira
839,"Rua Jorge Carlos de Almeida, 30 cep 08390355 São Paulo"
840,"Rua Arnaldo Cintra, 416, Bloco 1, Ap. 95"
841,Rua Mongaguá 361
842,"Centro.Comunitario Aguas Espraiadas - Rua:Atica, 577.- Jd. Brasil"
843,Rua Conjunto da Paz 39H Jd Mirian II 08142-360
844,Rua José Francisco Lopes 553 Vila Nhocune cep 03562040 São Paulo- Sp
845,"Avenida Nordestina, 3783 - 2º Andar"
846,Rua Oscar Pander 
847,R: Oscar Pander
848,Rua Chales Rosen Travessa Bahia n?14 bairro JARDIM GAIVOTAS 
849,"Rua Fajardo de Barros, 61 - Jd Campos - Itaim Paulista"
850,Av. Miguel conejo 20 freguesia do Ô São Paulo
851,Rua Alcidio Gomes N 103
852,"Estrada do M'boi Mirim, 1060, Bairro: Jardim das Flores, CEP 04905020"
853, Rua jose alves de sena 120 Jardim iguatemi
854,Rua alexandre groppali 215
855,"Rua Maria Amália Lopes de Azevedo, 4.180. Jd. Filhos da Terra -  CEP 02318-000  SP"
856,Projeto fazendo a diferença.. Centro de São Paulo.. Jardim São Luiz.. 
857,RUA ITAPIRU 137
858,Rua do outono 410
859,Rua 26 de abril 117 Na sede ou no espaço social da sede rua do lado
